NM_MUNICIPIO,DS_CARGO,DT_ELEICAO,NM_URNA_CANDIDATO,NM_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
TARTARUGALZINHO,Vereador,06/10/2024,PR. BENAI BRITO,Partido Democrático Trabalhista,PDT,131
TARTARUGALZINHO,Vereador,06/10/2024,TÚLIO DO MORRO,Partido Democrático Trabalhista,PDT,37
TARTARUGALZINHO,Vereador,06/10/2024,NAFITALI,Partido Democrático Trabalhista,PDT,19
TARTARUGALZINHO,Vereador,06/10/2024,RAIMUNDÃO DO CEDRO,Partido Democrático Trabalhista,PDT,37
TARTARUGALZINHO,Vereador,06/10/2024,LINDO,Movimento Democrático Brasileiro,MDB,435
TARTARUGALZINHO,Vereador,06/10/2024,MARCIEL VIANA,Movimento Democrático Brasileiro,MDB,115
TARTARUGALZINHO,Vereador,06/10/2024,KEULY MACIEL,Movimento Democrático Brasileiro,MDB,5
TARTARUGALZINHO,Vereador,06/10/2024,DOUTOR VALENTE,Movimento Democrático Brasileiro,MDB,4
TARTARUGALZINHO,Vereador,06/10/2024,GACIAS LOPES,Movimento Democrático Brasileiro,MDB,74
TARTARUGALZINHO,Vereador,06/10/2024,KATIANE MARQUES,Movimento Democrático Brasileiro,MDB,125
TARTARUGALZINHO,Vereador,06/10/2024,MANOEL DA CEA,Movimento Democrático Brasileiro,MDB,4
TARTARUGALZINHO,Vereador,06/10/2024,AURIANE DIAS,Movimento Democrático Brasileiro,MDB,94
TARTARUGALZINHO,Vereador,06/10/2024,SHELEY LOPES,Movimento Democrático Brasileiro,MDB,2
TARTARUGALZINHO,Vereador,06/10/2024,ALESSANDRO PANTOJA,Movimento Democrático Brasileiro,MDB,13
TARTARUGALZINHO,Vereador,06/10/2024,NALISON LEITE,Podemos,PODE,327
TARTARUGALZINHO,Vereador,06/10/2024,ANDREZA NUNES,Podemos,PODE,5
TARTARUGALZINHO,Vereador,06/10/2024,NICOLE VELOZO,Podemos,PODE,51
TARTARUGALZINHO,Vereador,06/10/2024,EDY CARLOS,Podemos,PODE,326
TARTARUGALZINHO,Vereador,06/10/2024,PROFESSOR ALDO,Podemos,PODE,14
TARTARUGALZINHO,Vereador,06/10/2024,MARIA CONSELHEIRA,Podemos,PODE,3
TARTARUGALZINHO,Vereador,06/10/2024,LELECO OLIVEIRA,Podemos,PODE,213
TARTARUGALZINHO,Vereador,06/10/2024,EDINALDO CHÃO,Podemos,PODE,90
TARTARUGALZINHO,Vereador,06/10/2024,IAGO FIGUEIREDO,Podemos,PODE,179
TARTARUGALZINHO,Vereador,06/10/2024,PASTORA CIRA,Podemos,PODE,17
TARTARUGALZINHO,Vereador,06/10/2024,LEANDRO FERREIRA,Partido Liberal,PL,553
SERRA DO NAVIO,Vereador,06/10/2024,ANDRE RIBEIRO,Partido da Social Democracia Brasileira,PSDB,177
SERRA DO NAVIO,Vereador,06/10/2024,DAVI DA PIMENTA,Partido da Social Democracia Brasileira,PSDB,109
SERRA DO NAVIO,Vereador,06/10/2024,MARCOS PAIVA,Partido da Social Democracia Brasileira,PSDB,18
SERRA DO NAVIO,Vereador,06/10/2024,PROF. SILMA TRINDADE,Partido da Social Democracia Brasileira,PSDB,8
SERRA DO NAVIO,Vereador,06/10/2024,ARLENE GUEDES,Partido da Social Democracia Brasileira,PSDB,72
SERRA DO NAVIO,Vereador,06/10/2024,ANTONIO DO EMPRESTIMO,Partido da Social Democracia Brasileira,PSDB,28
SERRA DO NAVIO,Vereador,06/10/2024,PROFESSORA ELI,Partido da Social Democracia Brasileira,PSDB,66
SERRA DO NAVIO,Vereador,06/10/2024,PROFESSOR RENÊ,Partido da Social Democracia Brasileira,PSDB,36
SERRA DO NAVIO,Vereador,06/10/2024,JEZIEL SILVA,REPUBLICANOS,REPUBLICANOS,152
SERRA DO NAVIO,Vereador,06/10/2024,ANTÔNIO MARIA,REPUBLICANOS,REPUBLICANOS,77
SERRA DO NAVIO,Vereador,06/10/2024,LÉO SANTOS,REPUBLICANOS,REPUBLICANOS,67
SERRA DO NAVIO,Vereador,06/10/2024,FERNANDINHO,REPUBLICANOS,REPUBLICANOS,41
SERRA DO NAVIO,Vereador,06/10/2024,ADRIANA BARROS,REPUBLICANOS,REPUBLICANOS,64
SERRA DO NAVIO,Vereador,06/10/2024,ALEX NASCIMENTO,REPUBLICANOS,REPUBLICANOS,31
SERRA DO NAVIO,Vereador,06/10/2024,IRMÃO ELIAS,REPUBLICANOS,REPUBLICANOS,3
SERRA DO NAVIO,Vereador,06/10/2024,EUKILENE VILHOTE,REPUBLICANOS,REPUBLICANOS,16
SERRA DO NAVIO,Vereador,06/10/2024,JEOVA,REPUBLICANOS,REPUBLICANOS,2
SERRA DO NAVIO,Vereador,06/10/2024,GEANE MACHADO,REPUBLICANOS,REPUBLICANOS,36
SERRA DO NAVIO,Vereador,06/10/2024,KEVIN BB,PROGRESSISTAS,PP,31
SERRA DO NAVIO,Vereador,06/10/2024,SILVANA SOUZA,PROGRESSISTAS,PP,77
SERRA DO NAVIO,Vereador,06/10/2024,PROFESSOR JOSIVAN PIRES,PROGRESSISTAS,PP,29
SERRA DO NAVIO,Vereador,06/10/2024,PROFESSORA FATIMA,PROGRESSISTAS,PP,25
SERRA DO NAVIO,Vereador,06/10/2024,SILVANA PINHO,PROGRESSISTAS,PP,53
SERRA DO NAVIO,Vereador,06/10/2024,GLEICE,PROGRESSISTAS,PP,4
SERRA DO NAVIO,Vereador,06/10/2024,IVONE SERRANA,PROGRESSISTAS,PP,20
SERRA DO NAVIO,Vereador,06/10/2024,FEIO,PROGRESSISTAS,PP,9
SERRA DO NAVIO,Vereador,06/10/2024,LENE PAES,Partido Democrático Trabalhista,PDT,212
SERRA DO NAVIO,Vereador,06/10/2024,WANDERSON SILVA,Partido Democrático Trabalhista,PDT,130
SERRA DO NAVIO,Vereador,06/10/2024,IGOR OLIVEIRA,Partido Democrático Trabalhista,PDT,4
SERRA DO NAVIO,Vereador,06/10/2024,MATEUS GARCIA,Partido Democrático Trabalhista,PDT,24
SERRA DO NAVIO,Vereador,06/10/2024,LUIZ PAULO,Partido Democrático Trabalhista,PDT,11
SERRA DO NAVIO,Vereador,06/10/2024,JANE ALEXANDRE,Partido Democrático Trabalhista,PDT,19
SERRA DO NAVIO,Vereador,06/10/2024,DIANA SOARES,Partido Democrático Trabalhista,PDT,100
SERRA DO NAVIO,Vereador,06/10/2024,ZÉ DO PEDRA PRETA,Partido Democrático Trabalhista,PDT,79
SERRA DO NAVIO,Vereador,06/10/2024,ORACILDES GOMES,Partido Democrático Trabalhista,PDT,77
SERRA DO NAVIO,Vereador,06/10/2024,LALAI,Partido Democrático Trabalhista,PDT,71
MACAPÁ,Vereador,06/10/2024,FERNANDA MARROQUE,REPUBLICANOS,REPUBLICANOS,73
MACAPÁ,Vereador,06/10/2024,ADAMILTON MORAES,REPUBLICANOS,REPUBLICANOS,18
MACAPÁ,Vereador,06/10/2024,ADAMILTON MORAES,REPUBLICANOS,REPUBLICANOS,45
MACAPÁ,Vereador,06/10/2024,PASTOR PAULO HENRIQUE,REPUBLICANOS,REPUBLICANOS,63
MACAPÁ,Vereador,06/10/2024,PASTOR PAULO HENRIQUE,REPUBLICANOS,REPUBLICANOS,14
MACAPÁ,Vereador,06/10/2024,ALTAIR FREITAS,REPUBLICANOS,REPUBLICANOS,896
MACAPÁ,Vereador,06/10/2024,ALTAIR FREITAS,REPUBLICANOS,REPUBLICANOS,1361
MACAPÁ,Vereador,06/10/2024,CAPITÃO GABRIEL MAZZALI,REPUBLICANOS,REPUBLICANOS,22
MACAPÁ,Vereador,06/10/2024,CAPITÃO GABRIEL MAZZALI,REPUBLICANOS,REPUBLICANOS,81
MACAPÁ,Vereador,06/10/2024,JOSELYO E MAIS SAUDE,PROGRESSISTAS,PP,1400
MACAPÁ,Vereador,06/10/2024,JOSELYO E MAIS SAUDE,PROGRESSISTAS,PP,1268
MACAPÁ,Vereador,06/10/2024,JANE SELMA,PROGRESSISTAS,PP,112
MACAPÁ,Vereador,06/10/2024,JANE SELMA,PROGRESSISTAS,PP,197
MACAPÁ,Vereador,06/10/2024,MEC ADAO,PROGRESSISTAS,PP,6
MACAPÁ,Vereador,06/10/2024,MEC ADAO,PROGRESSISTAS,PP,30
MACAPÁ,Vereador,06/10/2024,DR PATRICK,PROGRESSISTAS,PP,632
MACAPÁ,Vereador,06/10/2024,DR PATRICK,PROGRESSISTAS,PP,1423
MACAPÁ,Vereador,06/10/2024,DALTON,PROGRESSISTAS,PP,2
MACAPÁ,Vereador,06/10/2024,DALTON,PROGRESSISTAS,PP,31
MACAPÁ,Vereador,06/10/2024,ADRIANNA RAMOS,PROGRESSISTAS,PP,1095
MACAPÁ,Vereador,06/10/2024,ADRIANNA RAMOS,PROGRESSISTAS,PP,892
MACAPÁ,Vereador,06/10/2024,ROGERIO LIMA,PROGRESSISTAS,PP,412
MACAPÁ,Vereador,06/10/2024,ROGERIO LIMA,PROGRESSISTAS,PP,87
MACAPÁ,Vereador,06/10/2024,NATACHA DO POVO,PROGRESSISTAS,PP,13
MACAPÁ,Vereador,06/10/2024,NATACHA DO POVO,PROGRESSISTAS,PP,13
MACAPÁ,Vereador,06/10/2024,IRMA REGINA,PROGRESSISTAS,PP,38
MACAPÁ,Vereador,06/10/2024,IRMA REGINA,PROGRESSISTAS,PP,7
MACAPÁ,Vereador,06/10/2024,PROF MARIVALDO LOBATO,PROGRESSISTAS,PP,19
MACAPÁ,Vereador,06/10/2024,PROF MARIVALDO LOBATO,PROGRESSISTAS,PP,11
MACAPÁ,Vereador,06/10/2024,RAFAEL CROCODILO,PROGRESSISTAS,PP,28
MACAPÁ,Vereador,06/10/2024,RAFAEL CROCODILO,PROGRESSISTAS,PP,5
MACAPÁ,Vereador,06/10/2024,TADEU MENDES,PROGRESSISTAS,PP,234
MACAPÁ,Vereador,06/10/2024,TADEU MENDES,PROGRESSISTAS,PP,466
MACAPÁ,Vereador,06/10/2024,DRA KENNIA PINHEIRO,PROGRESSISTAS,PP,14
MACAPÁ,Vereador,06/10/2024,DRA KENNIA PINHEIRO,PROGRESSISTAS,PP,72
MACAPÁ,Vereador,06/10/2024,FELIK OLIVEIRA,PROGRESSISTAS,PP,149
MACAPÁ,Vereador,06/10/2024,FELIK OLIVEIRA,PROGRESSISTAS,PP,34
MACAPÁ,Vereador,06/10/2024,MARINHO,PROGRESSISTAS,PP,161
MACAPÁ,Vereador,06/10/2024,MARINHO,PROGRESSISTAS,PP,58
MACAPÁ,Vereador,06/10/2024,ZECA ABDON,PROGRESSISTAS,PP,562
MACAPÁ,Vereador,06/10/2024,ZECA ABDON,PROGRESSISTAS,PP,1160
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,DANIEL ARAÚJO,Partido Liberal,PL,185
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,LEIDIANE COSTA,Partido Liberal,PL,50
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PINGUINZINHO DO TAXI,Partido Liberal,PL,6
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,CAROL,Partido Liberal,PL,36
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,MISSIONÁRIO MAGNO,Partido Liberal,PL,15
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PROFESSOR JEAN CARLOS,Partido Liberal,PL,178
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,DR FORTUNA,Partido Liberal,PL,37
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,FEIO,Partido Liberal,PL,148
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,FATINHA,Partido Liberal,PL,75
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,DIONES CORREDOR,Partido Liberal,PL,56
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,LUCIANA MENDES,Partido Renovação Democrática,PRD,14
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,COMANDANTE JORGE SÁ,Partido Renovação Democrática,PRD,83
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,JOSUÉ WILSON,Partido Renovação Democrática,PRD,58
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PROFESSOR DOMINGOS,Partido Renovação Democrática,PRD,4
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,JORVANA,Partido Renovação Democrática,PRD,37
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,IRMÃO CARLOS,Partido Renovação Democrática,PRD,25
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,EDUARDA MONTEIRO,Partido Renovação Democrática,PRD,1
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,IRMÃO NONATO,Partido Renovação Democrática,PRD,93
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,MATEUS SILVA,União Brasil,UNIÃO,712
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PRETINHO DO HOTEL,União Brasil,UNIÃO,405
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,RAIMUNDÃO,União Brasil,UNIÃO,678
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,RAFAELA BUGARIM,União Brasil,UNIÃO,293
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,BETO DO POSTO,União Brasil,UNIÃO,79
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PASTORA GLORIA,União Brasil,UNIÃO,167
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,NELIELMA A MULHER DO CACAU,União Brasil,UNIÃO,37
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,JUNIOR PARAENSE,União Brasil,UNIÃO,132
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PROFESSORA BEIDE,União Brasil,UNIÃO,260
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,GIL CATIGORIA,União Brasil,UNIÃO,63
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,DANIEL DA INFRA,Solidariedade,SOLIDARIEDADE,708
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,BRANCO DO ÁGUA FRIA,Solidariedade,SOLIDARIEDADE,428
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,KURENI WAIÃPI,Solidariedade,SOLIDARIEDADE,400
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,JAQUE DO ÁGUA FRIA,Solidariedade,SOLIDARIEDADE,13
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,BOCA SAÚDE,Solidariedade,SOLIDARIEDADE,331
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,RODRIGO,Solidariedade,SOLIDARIEDADE,148
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,VEREADOR PRETO,Solidariedade,SOLIDARIEDADE,383
PEDRA BRANCA DO AMAPARI,Vereador,06/10/2024,PIPOCA,Solidariedade,SOLIDARIEDADE,25
CALÇOENE,Vereador,06/10/2024,EDILAYNE CUPIM DE AÇO,Partido Liberal,PL,110
CALÇOENE,Vereador,06/10/2024,ROSANY MACÊDO,Partido Liberal,PL,123
CALÇOENE,Vereador,06/10/2024,LICA DO LOURENÇO,Partido Liberal,PL,10
CALÇOENE,Vereador,06/10/2024,HUGO BARATA,Partido Renovação Democrática,PRD,269
CALÇOENE,Vereador,06/10/2024,NOQUINHA,Partido Renovação Democrática,PRD,125
CALÇOENE,Vereador,06/10/2024,ALESSANDRO PITOCO,Partido Renovação Democrática,PRD,80
CALÇOENE,Vereador,06/10/2024,PAULO BARATA,Partido Renovação Democrática,PRD,3
CALÇOENE,Vereador,06/10/2024,OSIEL SILVA,Partido Renovação Democrática,PRD,59
CALÇOENE,Vereador,06/10/2024,RONY,Partido Renovação Democrática,PRD,46
CALÇOENE,Vereador,06/10/2024,NYKOLLE SANTOS,Partido Renovação Democrática,PRD,28
CALÇOENE,Vereador,06/10/2024,PROFESSORA HELENA,Partido Renovação Democrática,PRD,149
CALÇOENE,Vereador,06/10/2024,MAJOR,Partido Renovação Democrática,PRD,164
CALÇOENE,Vereador,06/10/2024,PAULO SETE ILHAS,União Brasil,UNIÃO,10
CALÇOENE,Vereador,06/10/2024,MAIARA,União Brasil,UNIÃO,25
CALÇOENE,Vereador,06/10/2024,AURIANA,União Brasil,UNIÃO,23
CALÇOENE,Vereador,06/10/2024,TIAO ZOLHUDO,Partido Social Democrático,PSD,262
CALÇOENE,Vereador,06/10/2024,TOIN PERES,Partido Social Democrático,PSD,259
CALÇOENE,Vereador,06/10/2024,NAYLA,Partido Social Democrático,PSD,6
CALÇOENE,Vereador,06/10/2024,SANAR FEITOSA,Partido Social Democrático,PSD,36
CALÇOENE,Vereador,06/10/2024,SOCORRO COSTA,Partido Social Democrático,PSD,140
CALÇOENE,Vereador,06/10/2024,RENATO MENDES,Partido Social Democrático,PSD,173
OIAPOQUE,Prefeito,06/10/2024,MARIA ORLANDA,Partido da Social Democracia Brasileira,PSDB,1930
OIAPOQUE,Prefeito,06/10/2024,BRENO,PROGRESSISTAS,PP,8965
OIAPOQUE,Prefeito,06/10/2024,INACIO,Partido Democrático Trabalhista,PDT,4460
OIAPOQUE,Prefeito,06/10/2024,DELEGADO CHARLES,Partido Socialista Brasileiro,PSB,1110
OIAPOQUE,Vereador,06/10/2024,PROF. HOMERO,Partido dos Trabalhadores,PT,45
OIAPOQUE,Vereador,06/10/2024,PROF. MIRO,Partido dos Trabalhadores,PT,19
OIAPOQUE,Vereador,06/10/2024,ELIANE PALIKUR,Partido dos Trabalhadores,PT,51
OIAPOQUE,Vereador,06/10/2024,IRMÃO ENEAS,Partido dos Trabalhadores,PT,19
OIAPOQUE,Vereador,06/10/2024,JOACY RABELO,Partido dos Trabalhadores,PT,47
OIAPOQUE,Vereador,06/10/2024,MARIA JOSÉ,Partido dos Trabalhadores,PT,30
OIAPOQUE,Vereador,06/10/2024,ELSON VIDAL KARIPUNA,Rede Sustentabilidade,REDE,432
OIAPOQUE,Vereador,06/10/2024,ROSI ARAÚJO,Rede Sustentabilidade,REDE,424
OIAPOQUE,Vereador,06/10/2024,RICARDO COWBOY,Rede Sustentabilidade,REDE,180
OIAPOQUE,Vereador,06/10/2024,TIO CHICO,Rede Sustentabilidade,REDE,42
OIAPOQUE,Vereador,06/10/2024,TIAGO DA UNIVERSIDADE,Rede Sustentabilidade,REDE,272
OIAPOQUE,Vereador,06/10/2024,SUANE MACÊDO,Rede Sustentabilidade,REDE,45
MACAPÁ,Vereador,06/10/2024,SANDRA BRILHANTE,PROGRESSISTAS,PP,749
MACAPÁ,Vereador,06/10/2024,SANDRA BRILHANTE,PROGRESSISTAS,PP,1102
MACAPÁ,Vereador,06/10/2024,ALESSANDRO,Partido Democrático Trabalhista,PDT,1507
MACAPÁ,Vereador,06/10/2024,ALESSANDRO,Partido Democrático Trabalhista,PDT,1939
MACAPÁ,Vereador,06/10/2024,PASTORA LÉIA PELAES,Partido Democrático Trabalhista,PDT,2058
MACAPÁ,Vereador,06/10/2024,PASTORA LÉIA PELAES,Partido Democrático Trabalhista,PDT,2361
MACAPÁ,Vereador,06/10/2024,MARGLEIDE ALFAIA,Partido Democrático Trabalhista,PDT,1675
MACAPÁ,Vereador,06/10/2024,MARGLEIDE ALFAIA,Partido Democrático Trabalhista,PDT,1530
MACAPÁ,Vereador,06/10/2024,WELLINGTON FREITAS,Partido Democrático Trabalhista,PDT,34
MACAPÁ,Vereador,06/10/2024,WELLINGTON FREITAS,Partido Democrático Trabalhista,PDT,30
MACAPÁ,Vereador,06/10/2024,FRANK WARLEN,Partido Democrático Trabalhista,PDT,117
MACAPÁ,Vereador,06/10/2024,FRANK WARLEN,Partido Democrático Trabalhista,PDT,180
MACAPÁ,Vereador,06/10/2024,SOCORRO LEITE,Partido Democrático Trabalhista,PDT,119
MACAPÁ,Vereador,06/10/2024,SOCORRO LEITE,Partido Democrático Trabalhista,PDT,109
MACAPÁ,Vereador,06/10/2024,GABRIEL ANDRADE,Partido Democrático Trabalhista,PDT,2273
MACAPÁ,Vereador,06/10/2024,GABRIEL ANDRADE,Partido Democrático Trabalhista,PDT,923
MACAPÁ,Vereador,06/10/2024,SAMUEL,Partido Democrático Trabalhista,PDT,1897
MACAPÁ,Vereador,06/10/2024,SAMUEL,Partido Democrático Trabalhista,PDT,1191
MACAPÁ,Vereador,06/10/2024,DUDU TAVARES,Partido Democrático Trabalhista,PDT,1088
MACAPÁ,Vereador,06/10/2024,DUDU TAVARES,Partido Democrático Trabalhista,PDT,827
MACAPÁ,Vereador,06/10/2024,DELEGADA SANDRA DANTAS,Partido Democrático Trabalhista,PDT,76
MACAPÁ,Vereador,06/10/2024,DELEGADA SANDRA DANTAS,Partido Democrático Trabalhista,PDT,203
MACAPÁ,Vereador,06/10/2024,KERENLIN VIANA,Partido Democrático Trabalhista,PDT,243
MACAPÁ,Vereador,06/10/2024,KERENLIN VIANA,Partido Democrático Trabalhista,PDT,390
MACAPÁ,Vereador,06/10/2024,WENDERSON LEITE,Partido Democrático Trabalhista,PDT,719
MACAPÁ,Vereador,06/10/2024,WENDERSON LEITE,Partido Democrático Trabalhista,PDT,888
MACAPÁ,Vereador,06/10/2024,JOÂNDALA,Partido Democrático Trabalhista,PDT,157
MACAPÁ,Vereador,06/10/2024,JOÂNDALA,Partido Democrático Trabalhista,PDT,164
MACAPÁ,Vereador,06/10/2024,FELIPE MONTEIRO,Partido Democrático Trabalhista,PDT,195
MACAPÁ,Vereador,06/10/2024,FELIPE MONTEIRO,Partido Democrático Trabalhista,PDT,132
MACAPÁ,Vereador,06/10/2024,PROFESSORA SARA,Partido Democrático Trabalhista,PDT,18
MACAPÁ,Vereador,06/10/2024,PROFESSORA SARA,Partido Democrático Trabalhista,PDT,74
MACAPÁ,Vereador,06/10/2024,MENIZE SOUZA,Partido Democrático Trabalhista,PDT,27
MACAPÁ,Vereador,06/10/2024,MENIZE SOUZA,Partido Democrático Trabalhista,PDT,25
MACAPÁ,Vereador,06/10/2024,JIM DAVIS ROCHA DE ALMEIDA,Partido Democrático Trabalhista,PDT,45
MACAPÁ,Vereador,06/10/2024,JIM DAVIS ROCHA DE ALMEIDA,Partido Democrático Trabalhista,PDT,97
MACAPÁ,Vereador,06/10/2024,ALEXANDRE VERÇOSA,Partido Democrático Trabalhista,PDT,1207
MACAPÁ,Vereador,06/10/2024,ALEXANDRE VERÇOSA,Partido Democrático Trabalhista,PDT,857
OIAPOQUE,Vereador,06/10/2024,WALLASS PASSARINHO,Rede Sustentabilidade,REDE,69
OIAPOQUE,Vereador,06/10/2024,NILSON CALUF,Rede Sustentabilidade,REDE,170
OIAPOQUE,Vereador,06/10/2024,ELENA,Rede Sustentabilidade,REDE,12
OIAPOQUE,Vereador,06/10/2024,CACIQUE LUIS,Rede Sustentabilidade,REDE,227
OIAPOQUE,Vereador,06/10/2024,ADRIANA GURJÃO,Rede Sustentabilidade,REDE,254
OIAPOQUE,Vereador,06/10/2024,RONILSON SOUZA,Cidadania,CIDADANIA,56
OIAPOQUE,Vereador,06/10/2024,KETRINY SILVA,Cidadania,CIDADANIA,5
OIAPOQUE,Vereador,06/10/2024,LOBÃO,Partido da Social Democracia Brasileira,PSDB,286
OIAPOQUE,Vereador,06/10/2024,GISELE GABRIEL,Partido da Social Democracia Brasileira,PSDB,11
OIAPOQUE,Vereador,06/10/2024,NATY LINGUA AFIADA,Partido da Social Democracia Brasileira,PSDB,40
OIAPOQUE,Vereador,06/10/2024,DOUGLAS RODRIGUES,Partido da Social Democracia Brasileira,PSDB,298
OIAPOQUE,Vereador,06/10/2024,RICARDO ALCÂNTARA,Partido da Social Democracia Brasileira,PSDB,4
OIAPOQUE,Vereador,06/10/2024,MARQUINHO DO CABEÇA,Partido da Social Democracia Brasileira,PSDB,33
OIAPOQUE,Vereador,06/10/2024,RIVA HULK SOM,Partido da Social Democracia Brasileira,PSDB,16
OIAPOQUE,Vereador,06/10/2024,ELCIOMAR DA OBRA,Partido da Social Democracia Brasileira,PSDB,176
OIAPOQUE,Vereador,06/10/2024,RAQUEL NEPOS,Partido da Social Democracia Brasileira,PSDB,47
OIAPOQUE,Vereador,06/10/2024,NEY TAXI SUPREMO,REPUBLICANOS,REPUBLICANOS,15
OIAPOQUE,Vereador,06/10/2024,DÉBORA DA MARANATA,REPUBLICANOS,REPUBLICANOS,25
OIAPOQUE,Vereador,06/10/2024,HELENA MARINHO,REPUBLICANOS,REPUBLICANOS,47
OIAPOQUE,Vereador,06/10/2024,ROBERTO DA FEJOADA,REPUBLICANOS,REPUBLICANOS,13
OIAPOQUE,Vereador,06/10/2024,PROFETA,REPUBLICANOS,REPUBLICANOS,30
OIAPOQUE,Vereador,06/10/2024,CLEMILDA,REPUBLICANOS,REPUBLICANOS,28
OIAPOQUE,Vereador,06/10/2024,BIEL JUVÊNCIO,REPUBLICANOS,REPUBLICANOS,11
OIAPOQUE,Vereador,06/10/2024,PROFESSOR DELL CAVALHEIRO,REPUBLICANOS,REPUBLICANOS,95
OIAPOQUE,Vereador,06/10/2024,LAMBANÇA DO CASSIPORÉ,REPUBLICANOS,REPUBLICANOS,19
OIAPOQUE,Vereador,06/10/2024,CARMEN LÚCIA,REPUBLICANOS,REPUBLICANOS,304
OIAPOQUE,Vereador,06/10/2024,SALES DO AÇOUGUE,PROGRESSISTAS,PP,542
OIAPOQUE,Vereador,06/10/2024,PROFESSOR AILTON PALIKUR,PROGRESSISTAS,PP,486
OIAPOQUE,Vereador,06/10/2024,GUIDO MECÂNICO,PROGRESSISTAS,PP,434
OIAPOQUE,Vereador,06/10/2024,CACICA ELZA,PROGRESSISTAS,PP,265
OIAPOQUE,Vereador,06/10/2024,BÁRBARA SENA,PROGRESSISTAS,PP,173
OIAPOQUE,Vereador,06/10/2024,NALDINHO FROTA,PROGRESSISTAS,PP,292
OIAPOQUE,Vereador,06/10/2024,PROFESSOR NOEL,PROGRESSISTAS,PP,63
OIAPOQUE,Vereador,06/10/2024,SHEILA DO EGITO,PROGRESSISTAS,PP,103
OIAPOQUE,Vereador,06/10/2024,MAIK DO ACORDA OIAPOQUE,PROGRESSISTAS,PP,137
OIAPOQUE,Vereador,06/10/2024,EVANDRO OIAPOQUE,PROGRESSISTAS,PP,102
OIAPOQUE,Vereador,06/10/2024,PASTORA ADRIANA,PROGRESSISTAS,PP,263
MACAPÁ,Vereador,06/10/2024,JUAN MENDES,Partido Democrático Trabalhista,PDT,625
MACAPÁ,Vereador,06/10/2024,JUAN MENDES,Partido Democrático Trabalhista,PDT,363
MACAPÁ,Vereador,06/10/2024,PAULA CARVALHO,Partido Democrático Trabalhista,PDT,27
MACAPÁ,Vereador,06/10/2024,PAULA CARVALHO,Partido Democrático Trabalhista,PDT,29
MACAPÁ,Vereador,06/10/2024,JEOVANE JÓIA,Partido Democrático Trabalhista,PDT,531
MACAPÁ,Vereador,06/10/2024,JEOVANE JÓIA,Partido Democrático Trabalhista,PDT,260
MACAPÁ,Vereador,06/10/2024,NALDO BEZERRA,Partido Democrático Trabalhista,PDT,241
MACAPÁ,Vereador,06/10/2024,NALDO BEZERRA,Partido Democrático Trabalhista,PDT,81
MACAPÁ,Vereador,06/10/2024,MPJ VALDIR,Partido Democrático Trabalhista,PDT,253
MACAPÁ,Vereador,06/10/2024,MPJ VALDIR,Partido Democrático Trabalhista,PDT,100
MACAPÁ,Vereador,06/10/2024,BRUNO IGREJA,Movimento Democrático Brasileiro,MDB,2669
MACAPÁ,Vereador,06/10/2024,BRUNO IGREJA,Movimento Democrático Brasileiro,MDB,910
MACAPÁ,Vereador,06/10/2024,LUANY FAVACHO,Movimento Democrático Brasileiro,MDB,1182
MACAPÁ,Vereador,06/10/2024,LUANY FAVACHO,Movimento Democrático Brasileiro,MDB,2461
