NM_MUNICIPIO,DS_CARGO,DT_ELEICAO,NM_URNA_CANDIDATO,NM_PARTIDO,SG_PARTIDO,QT_VOTOS_NOMINAIS
MACAPÁ,Vereador,06/10/2024,JANE MARANATA,Partido Social Democrático,PSD,167
MACAPÁ,Vereador,06/10/2024,JANE MARANATA,Partido Social Democrático,PSD,89
MACAPÁ,Vereador,06/10/2024,DEYSE LOBATO,Partido Social Democrático,PSD,130
MACAPÁ,Vereador,06/10/2024,DEYSE LOBATO,Partido Social Democrático,PSD,31
MACAPÁ,Vereador,06/10/2024,DAÍSA GOMES,Partido Social Democrático,PSD,139
MACAPÁ,Vereador,06/10/2024,DAÍSA GOMES,Partido Social Democrático,PSD,178
MACAPÁ,Vereador,06/10/2024,ALDO MAURICIO,Partido Social Democrático,PSD,277
VITÓRIA DO JARI,Vereador,06/10/2024,CHARLINHO DO POVO,Partido Renovação Democrática,PRD,4
VITÓRIA DO JARI,Vereador,06/10/2024,ODIRENE GUEDES,Partido Renovação Democrática,PRD,79
VITÓRIA DO JARI,Vereador,06/10/2024,MILENA RIBEIRO,Partido Renovação Democrática,PRD,2
VITÓRIA DO JARI,Vereador,06/10/2024,MANOEL PIMENTA,AGIR,AGIR,4
VITÓRIA DO JARI,Vereador,06/10/2024,JONH,AGIR,AGIR,3
VITÓRIA DO JARI,Vereador,06/10/2024,LENE LOBO,AGIR,AGIR,6
VITÓRIA DO JARI,Vereador,06/10/2024,RAFAEL TOSCANO,União Brasil,UNIÃO,365
VITÓRIA DO JARI,Vereador,06/10/2024,LEO NEY,União Brasil,UNIÃO,338
VITÓRIA DO JARI,Vereador,06/10/2024,LEANDRO GOSTOSO,União Brasil,UNIÃO,34
VITÓRIA DO JARI,Vereador,06/10/2024,KEYLA LIMA,União Brasil,UNIÃO,23
VITÓRIA DO JARI,Vereador,06/10/2024,PIMENTA,União Brasil,UNIÃO,9
VITÓRIA DO JARI,Vereador,06/10/2024,MONTE ALEGRE,União Brasil,UNIÃO,255
VITÓRIA DO JARI,Vereador,06/10/2024,PROF. CELIA FURTADO,União Brasil,UNIÃO,67
VITÓRIA DO JARI,Vereador,06/10/2024,GERSON CALDEIRA,União Brasil,UNIÃO,209
VITÓRIA DO JARI,Vereador,06/10/2024,PROFESSORA NAUZIRA,União Brasil,UNIÃO,244
VITÓRIA DO JARI,Vereador,06/10/2024,AROLDO COUTINHO,União Brasil,UNIÃO,128
VITÓRIA DO JARI,Vereador,06/10/2024,GERRAR,Partido Social Democrático,PSD,447
VITÓRIA DO JARI,Vereador,06/10/2024,PRETO,Partido Social Democrático,PSD,480
VITÓRIA DO JARI,Vereador,06/10/2024,IZAELSON DA PESCA,Partido Social Democrático,PSD,360
VITÓRIA DO JARI,Vereador,06/10/2024,JOÃO BARRETO,Partido Social Democrático,PSD,196
VITÓRIA DO JARI,Vereador,06/10/2024,SOCORRO DA PASTORAL,Partido Social Democrático,PSD,87
VITÓRIA DO JARI,Vereador,06/10/2024,EDCARLOS BARBOSA,Partido Social Democrático,PSD,274
VITÓRIA DO JARI,Vereador,06/10/2024,ELSON PINHEIRO,Partido Social Democrático,PSD,20
VITÓRIA DO JARI,Vereador,06/10/2024,ANDERSON INFORMATICA,Partido Social Democrático,PSD,239
VITÓRIA DO JARI,Vereador,06/10/2024,LENISE NET,Partido Social Democrático,PSD,174
VITÓRIA DO JARI,Vereador,06/10/2024,LEIDE FREITAS,Partido Social Democrático,PSD,24
SERRA DO NAVIO,Prefeito,06/10/2024,ENOQUE PACHECO,PROGRESSISTAS,PP,1156
SERRA DO NAVIO,Prefeito,06/10/2024,PAULINHA SANTOS,Movimento Democrático Brasileiro,MDB,2305
SANTANA,Vereador,06/10/2024,SOCORRO NOGUEIRA,Partido dos Trabalhadores,PT,2945
SANTANA,Vereador,06/10/2024,CLEONICE CHAVES,Partido dos Trabalhadores,PT,192
SANTANA,Vereador,06/10/2024,DRA EURÍDICE DUARTE,Partido dos Trabalhadores,PT,149
SANTANA,Vereador,06/10/2024,CONSELHEIRA MARIA,Partido dos Trabalhadores,PT,1691
SANTANA,Vereador,06/10/2024,ALEX DO PEIXE,Partido dos Trabalhadores,PT,77
SANTANA,Vereador,06/10/2024,CAIO CORRÊA,Partido dos Trabalhadores,PT,438
SANTANA,Vereador,06/10/2024,PROFESSOR VALNEI,Partido dos Trabalhadores,PT,431
SANTANA,Vereador,06/10/2024,RAIMUNDINHO DO DELTA,Partido dos Trabalhadores,PT,79
MACAPÁ,Vereador,06/10/2024,ALDO MAURICIO,Partido Social Democrático,PSD,465
MACAPÁ,Vereador,06/10/2024,COMPADRE TENENTE MELO,Partido Social Democrático,PSD,133
MACAPÁ,Vereador,06/10/2024,COMPADRE TENENTE MELO,Partido Social Democrático,PSD,239
MACAPÁ,Vereador,06/10/2024,DR ARANHA,Partido Social Democrático,PSD,236
MACAPÁ,Vereador,06/10/2024,DR ARANHA,Partido Social Democrático,PSD,213
MACAPÁ,Vereador,06/10/2024,KELLY DANTAS,Partido Social Democrático,PSD,170
MACAPÁ,Vereador,06/10/2024,KELLY DANTAS,Partido Social Democrático,PSD,106
MACAPÁ,Vereador,06/10/2024,DOUTOR ROBERTO COELHO,Partido Social Democrático,PSD,153
MACAPÁ,Vereador,06/10/2024,DOUTOR ROBERTO COELHO,Partido Social Democrático,PSD,235
MACAPÁ,Vereador,06/10/2024,LEILA FOTO SHOW,Partido Social Democrático,PSD,22
MACAPÁ,Vereador,06/10/2024,LEILA FOTO SHOW,Partido Social Democrático,PSD,2
MACAPÁ,Vereador,06/10/2024,CARECA LOBATO,Partido Social Democrático,PSD,11
MACAPÁ,Vereador,06/10/2024,CARECA LOBATO,Partido Social Democrático,PSD,114
MACAPÁ,Vereador,06/10/2024,MARCELO QUINTELA,Partido Social Democrático,PSD,19
MACAPÁ,Vereador,06/10/2024,MARCELO QUINTELA,Partido Social Democrático,PSD,17
MACAPÁ,Vereador,06/10/2024,NELSON SOUZA,Partido Social Democrático,PSD,1616
MACAPÁ,Vereador,06/10/2024,NELSON SOUZA,Partido Social Democrático,PSD,690
MACAPÁ,Vereador,06/10/2024,MERIAM BANHA,Partido Social Democrático,PSD,874
MACAPÁ,Vereador,06/10/2024,MERIAM BANHA,Partido Social Democrático,PSD,726
MACAPÁ,Vereador,06/10/2024,CAÇULA,Partido Social Democrático,PSD,283
MACAPÁ,Vereador,06/10/2024,CAÇULA,Partido Social Democrático,PSD,71
MACAPÁ,Vereador,06/10/2024,CLÁUDIO,Solidariedade,SOLIDARIEDADE,2175
MACAPÁ,Vereador,06/10/2024,CLÁUDIO,Solidariedade,SOLIDARIEDADE,1631
MACAPÁ,Vereador,06/10/2024,JAPÃO,Solidariedade,SOLIDARIEDADE,1342
MACAPÁ,Vereador,06/10/2024,JAPÃO,Solidariedade,SOLIDARIEDADE,2103
MACAPÁ,Vereador,06/10/2024,BRUNA REZENDE,Solidariedade,SOLIDARIEDADE,812
MACAPÁ,Vereador,06/10/2024,BRUNA REZENDE,Solidariedade,SOLIDARIEDADE,1265
MACAPÁ,Vereador,06/10/2024,PROFESSORA IARA MARQUES,Solidariedade,SOLIDARIEDADE,164
MACAPÁ,Vereador,06/10/2024,PROFESSORA IARA MARQUES,Solidariedade,SOLIDARIEDADE,121
MACAPÁ,Vereador,06/10/2024,PROFESSOR RUAN LINCONL,Solidariedade,SOLIDARIEDADE,265
MACAPÁ,Vereador,06/10/2024,PROFESSOR RUAN LINCONL,Solidariedade,SOLIDARIEDADE,213
MACAPÁ,Vereador,06/10/2024,JÚNIOR DO MUCAJA,Solidariedade,SOLIDARIEDADE,105
MACAPÁ,Vereador,06/10/2024,JÚNIOR DO MUCAJA,Solidariedade,SOLIDARIEDADE,18
MACAPÁ,Vereador,06/10/2024,PASTORA ROSANE RIBEIRO,Solidariedade,SOLIDARIEDADE,343
MACAPÁ,Vereador,06/10/2024,PASTORA ROSANE RIBEIRO,Solidariedade,SOLIDARIEDADE,78
MACAPÁ,Vereador,06/10/2024,IRAN COSTA,Solidariedade,SOLIDARIEDADE,639
MACAPÁ,Vereador,06/10/2024,IRAN COSTA,Solidariedade,SOLIDARIEDADE,280
MACAPÁ,Vereador,06/10/2024,NERIVAN SILVA,Solidariedade,SOLIDARIEDADE,9
MACAPÁ,Vereador,06/10/2024,NERIVAN SILVA,Solidariedade,SOLIDARIEDADE,158
MAZAGÃO,Prefeito,06/10/2024,DILSON BORGES,PROGRESSISTAS,PP,23
MAZAGÃO,Prefeito,06/10/2024,CHICO NÓ,União Brasil,UNIÃO,9879
MAZAGÃO,Prefeito,06/10/2024,BINHO OLIVEIRA,Partido Social Democrático,PSD,8590
PORTO GRANDE,Vereador,06/10/2024,TAILAN MARTINS,Rede Sustentabilidade,REDE,39
PORTO GRANDE,Vereador,06/10/2024,DELCY DIAS,Rede Sustentabilidade,REDE,91
PORTO GRANDE,Vereador,06/10/2024,SOCORRO BRAZAO,Rede Sustentabilidade,REDE,27
PORTO GRANDE,Vereador,06/10/2024,ROBSON SILVA,Rede Sustentabilidade,REDE,41
PORTO GRANDE,Vereador,06/10/2024,PROFESSORA DILMA TOLOSA,Rede Sustentabilidade,REDE,34
PORTO GRANDE,Vereador,06/10/2024,NEI FERREIRA,Rede Sustentabilidade,REDE,67
PORTO GRANDE,Vereador,06/10/2024,TONY DO HOSPITAL,Rede Sustentabilidade,REDE,23
PORTO GRANDE,Vereador,06/10/2024,PROF MANOEL,Rede Sustentabilidade,REDE,21
PORTO GRANDE,Vereador,06/10/2024,ALAN SILVA,Rede Sustentabilidade,REDE,29
PORTO GRANDE,Vereador,06/10/2024,GURI DO MATAPI,Partido Democrático Trabalhista,PDT,689
PORTO GRANDE,Vereador,06/10/2024,SUELI,Partido Democrático Trabalhista,PDT,461
PORTO GRANDE,Vereador,06/10/2024,PEDRO JORDÃO,Partido Democrático Trabalhista,PDT,612
PORTO GRANDE,Vereador,06/10/2024,TÁRCIO LEITE,Partido Democrático Trabalhista,PDT,437
PORTO GRANDE,Vereador,06/10/2024,PAULO LABCLIN,Partido Democrático Trabalhista,PDT,190
PORTO GRANDE,Vereador,06/10/2024,GEH OLIVEIRA,Partido Democrático Trabalhista,PDT,58
PORTO GRANDE,Vereador,06/10/2024,PR. ANDERSON MEGURO,Partido Democrático Trabalhista,PDT,244
PORTO GRANDE,Vereador,06/10/2024,ROMULO TRATALYX,Partido Democrático Trabalhista,PDT,88
PORTO GRANDE,Vereador,06/10/2024,PROF. CAROL,Partido Democrático Trabalhista,PDT,123
PORTO GRANDE,Vereador,06/10/2024,AMIGO DOMINGOS,Partido Democrático Trabalhista,PDT,372
PORTO GRANDE,Vereador,06/10/2024,GEUANE ALVES,Partido Democrático Trabalhista,PDT,29
PORTO GRANDE,Vereador,06/10/2024,SALMON SANTANA,Movimento Democrático Brasileiro,MDB,590
PORTO GRANDE,Vereador,06/10/2024,CAROL,Movimento Democrático Brasileiro,MDB,652
PORTO GRANDE,Vereador,06/10/2024,JUNIOR COLARES,Movimento Democrático Brasileiro,MDB,529
PORTO GRANDE,Vereador,06/10/2024,CONJAKI,Movimento Democrático Brasileiro,MDB,356
PORTO GRANDE,Vereador,06/10/2024,RIBA,Movimento Democrático Brasileiro,MDB,231
PORTO GRANDE,Vereador,06/10/2024,BARÃO PIMENTEL,Movimento Democrático Brasileiro,MDB,213
PORTO GRANDE,Vereador,06/10/2024,JUCELI TRINDADE,Movimento Democrático Brasileiro,MDB,3
PORTO GRANDE,Vereador,06/10/2024,RAQUELINE,Movimento Democrático Brasileiro,MDB,42
PORTO GRANDE,Vereador,06/10/2024,RODOLFO FRANGO,Movimento Democrático Brasileiro,MDB,261
PORTO GRANDE,Vereador,06/10/2024,LUIZ BARRETO,Movimento Democrático Brasileiro,MDB,17
PORTO GRANDE,Vereador,06/10/2024,MARIA MELO,Movimento Democrático Brasileiro,MDB,17
PORTO GRANDE,Vereador,06/10/2024,MAJOR MEDEIROS,Movimento Democrático Brasileiro,MDB,184
PORTO GRANDE,Vereador,06/10/2024,MICHELLE SILVA,Podemos,PODE,11
PORTO GRANDE,Vereador,06/10/2024,GIGANTE,Podemos,PODE,14
FERREIRA GOMES,Vereador,06/10/2024,RADSON ALMEIDA,Partido Renovação Democrática,PRD,115
FERREIRA GOMES,Vereador,06/10/2024,CLEISON LEANDRO,Partido Renovação Democrática,PRD,27
FERREIRA GOMES,Vereador,06/10/2024,LOLÓ,Partido Renovação Democrática,PRD,29
FERREIRA GOMES,Vereador,06/10/2024,ALCEU RABELO,União Brasil,UNIÃO,290
FERREIRA GOMES,Vereador,06/10/2024,BADICO,União Brasil,UNIÃO,272
FERREIRA GOMES,Vereador,06/10/2024,ZÉ NETO,União Brasil,UNIÃO,209
FERREIRA GOMES,Vereador,06/10/2024,DAYANA VIDAL,União Brasil,UNIÃO,81
FERREIRA GOMES,Vereador,06/10/2024,JAQUELINE SINDICATO,União Brasil,UNIÃO,15
FERREIRA GOMES,Vereador,06/10/2024,ADRIANA TAVARES,União Brasil,UNIÃO,35
FERREIRA GOMES,Vereador,06/10/2024,ELCIAS BORGES,União Brasil,UNIÃO,83
FERREIRA GOMES,Vereador,06/10/2024,LEDIVAN NEVES,União Brasil,UNIÃO,34
FERREIRA GOMES,Vereador,06/10/2024,DELZETE CAMPOS,União Brasil,UNIÃO,7
FERREIRA GOMES,Vereador,06/10/2024,PR JOLIELSON OLIVEIRA,União Brasil,UNIÃO,32
FERREIRA GOMES,Vereador,06/10/2024,FERNANDO CARDOSO,Partido Social Democrático,PSD,225
FERREIRA GOMES,Vereador,06/10/2024,JACI BRAZÃO,Partido Social Democrático,PSD,172
FERREIRA GOMES,Vereador,06/10/2024,PATRÍCIA DO TERRA PRETA,Partido Social Democrático,PSD,12
FERREIRA GOMES,Vereador,06/10/2024,KEVEN CLÍMACO,Partido Social Democrático,PSD,74
FERREIRA GOMES,Vereador,06/10/2024,AISSA,Partido Social Democrático,PSD,68
FERREIRA GOMES,Vereador,06/10/2024,MÁRCIO CABELUDO,Partido Social Democrático,PSD,164
FERREIRA GOMES,Vereador,06/10/2024,PINHEIRO,Partido Social Democrático,PSD,158
FERREIRA GOMES,Vereador,06/10/2024,PROFESSORA DILDA,Partido Social Democrático,PSD,24
FERREIRA GOMES,Vereador,06/10/2024,MOZA BRAZÃO,Partido Social Democrático,PSD,56
FERREIRA GOMES,Vereador,06/10/2024,EDIMOÇA SANTOS,Partido Social Democrático,PSD,90
ITAUBAL,Vereador,06/10/2024,PROFESSORA DAYANE CHAGAS,Partido Democrático Trabalhista,PDT,574
ITAUBAL,Vereador,06/10/2024,DIENE BULHÕES,Partido Democrático Trabalhista,PDT,449
ITAUBAL,Vereador,06/10/2024,ESTER CÃNDIDA,Partido Democrático Trabalhista,PDT,403
ITAUBAL,Vereador,06/10/2024,ODENIR ROZÁRIO,Partido Democrático Trabalhista,PDT,67
ITAUBAL,Vereador,06/10/2024,RAMOS DO INAJÁ,Partido Democrático Trabalhista,PDT,34
ITAUBAL,Vereador,06/10/2024,ALAN JERFFESON,Partido Democrático Trabalhista,PDT,341
ITAUBAL,Vereador,06/10/2024,TECA DA PESCA,Partido Democrático Trabalhista,PDT,286
ITAUBAL,Vereador,06/10/2024,MAILSON MORAES,Partido Democrático Trabalhista,PDT,154
ITAUBAL,Vereador,06/10/2024,ODECI FERREIRA,Partido Democrático Trabalhista,PDT,1
ITAUBAL,Vereador,06/10/2024,PROF ALAN SILVA,União Brasil,UNIÃO,406
ITAUBAL,Vereador,06/10/2024,CLEISIEL FERREIRA,União Brasil,UNIÃO,446
ITAUBAL,Vereador,06/10/2024,DOMINGOS MACEDO,União Brasil,UNIÃO,67
ITAUBAL,Vereador,06/10/2024,NICE AMARAL,União Brasil,UNIÃO,65
ITAUBAL,Vereador,06/10/2024,PROF EDVAN LEAL,União Brasil,UNIÃO,384
ITAUBAL,Vereador,06/10/2024,IRMÃO FRANCISCO,União Brasil,UNIÃO,119
ITAUBAL,Vereador,06/10/2024,PALOMA,União Brasil,UNIÃO,15
SANTANA,Vereador,06/10/2024,PEDRO MOREIRA,Partido dos Trabalhadores,PT,199
SANTANA,Vereador,06/10/2024,TEÓFILO ALCOLUMBRE,Partido dos Trabalhadores,PT,40
SANTANA,Vereador,06/10/2024,LEÔNIDAS ALMEIDA,Partido dos Trabalhadores,PT,90
SANTANA,Vereador,06/10/2024,ALICE SANTOS,Partido dos Trabalhadores,PT,79
SANTANA,Vereador,06/10/2024,ZÉ DO SHOPPING,Partido Verde,PV,1
SANTANA,Vereador,06/10/2024,ODILON RODRIGUES,Partido Verde,PV,228
SANTANA,Vereador,06/10/2024,MARIANE SARGES,Partido Verde,PV,101
SANTANA,Vereador,06/10/2024,DR MARCO AURELIO,Rede Sustentabilidade,REDE,1262
SANTANA,Vereador,06/10/2024,WILSON IGREJA,Rede Sustentabilidade,REDE,73
SANTANA,Vereador,06/10/2024,CLAUDENES CAMPOS,Rede Sustentabilidade,REDE,36
SANTANA,Vereador,06/10/2024,ALCINETE SANTOS,Rede Sustentabilidade,REDE,120
SANTANA,Vereador,06/10/2024,NEIA PANTOJA,Rede Sustentabilidade,REDE,229
SANTANA,Vereador,06/10/2024,BRUNO SOUZA,Rede Sustentabilidade,REDE,665
SANTANA,Vereador,06/10/2024,URSO,Rede Sustentabilidade,REDE,53
SANTANA,Vereador,06/10/2024,PROFESSOR PAULO,Rede Sustentabilidade,REDE,5
SANTANA,Vereador,06/10/2024,MAYKOM MAGALHÃES,Rede Sustentabilidade,REDE,269
SANTANA,Vereador,06/10/2024,ALIANY GUEDES,Rede Sustentabilidade,REDE,490
SANTANA,Vereador,06/10/2024,PROFESSOR DARLISSON,Partido Socialismo e Liberdade,PSOL,1032
SANTANA,Vereador,06/10/2024,TELMA RAMOS,Partido Socialismo e Liberdade,PSOL,6
SANTANA,Vereador,06/10/2024,PROFESSORA ANITA,Partido Socialismo e Liberdade,PSOL,325
SANTANA,Vereador,06/10/2024,ANDERSON LOPES,Partido Socialismo e Liberdade,PSOL,920
SANTANA,Vereador,06/10/2024,PAULO MOTO BOY,Partido Socialismo e Liberdade,PSOL,229
SANTANA,Vereador,06/10/2024,PROFESSORA CARMEM QUEIROZ,PROGRESSISTAS,PP,1707
SANTANA,Vereador,06/10/2024,ADELSON ROCHA,PROGRESSISTAS,PP,1144
SANTANA,Vereador,06/10/2024,GIDEÃO BANDEIRA,PROGRESSISTAS,PP,501
SANTANA,Vereador,06/10/2024,DESPINA,PROGRESSISTAS,PP,13
SANTANA,Vereador,06/10/2024,THIENE GAMA,PROGRESSISTAS,PP,32
SANTANA,Vereador,06/10/2024,PASTOR OTACILIO,PROGRESSISTAS,PP,150
SANTANA,Vereador,06/10/2024,ERINELSON,PROGRESSISTAS,PP,149
SANTANA,Vereador,06/10/2024,BENTES,PROGRESSISTAS,PP,227
SANTANA,Vereador,06/10/2024,DAKA DA ACADEMIA,PROGRESSISTAS,PP,256
SANTANA,Vereador,06/10/2024,EDMUNDO,PROGRESSISTAS,PP,207
SANTANA,Vereador,06/10/2024,ALEX JUNIOR,PROGRESSISTAS,PP,57
SANTANA,Vereador,06/10/2024,ADELSON BAIA,PROGRESSISTAS,PP,613
SANTANA,Vereador,06/10/2024,JOSI DO PASTOR THÉO,PROGRESSISTAS,PP,31
SANTANA,Vereador,06/10/2024,CARLOS COUTINHO,PROGRESSISTAS,PP,875
SANTANA,Vereador,06/10/2024,KARINA SÁ,PROGRESSISTAS,PP,13
SERRA DO NAVIO,Vereador,06/10/2024,FERNANDO SILVA,Movimento Democrático Brasileiro,MDB,137
SERRA DO NAVIO,Vereador,06/10/2024,JUH,Movimento Democrático Brasileiro,MDB,113
SERRA DO NAVIO,Vereador,06/10/2024,FAUSTO SANTOS,Movimento Democrático Brasileiro,MDB,157
SERRA DO NAVIO,Vereador,06/10/2024,KENDEN,Movimento Democrático Brasileiro,MDB,76
SERRA DO NAVIO,Vereador,06/10/2024,IRMÃO JAIR,Movimento Democrático Brasileiro,MDB,43
SERRA DO NAVIO,Vereador,06/10/2024,LENE FARIAS,Movimento Democrático Brasileiro,MDB,90
SERRA DO NAVIO,Vereador,06/10/2024,CHARLES COSTA,Movimento Democrático Brasileiro,MDB,63
SERRA DO NAVIO,Vereador,06/10/2024,CAMILO MOTA,Movimento Democrático Brasileiro,MDB,57
SERRA DO NAVIO,Vereador,06/10/2024,EDIANA DO FRANCISQUINHO,Movimento Democrático Brasileiro,MDB,10
SERRA DO NAVIO,Vereador,06/10/2024,ROGÉRIO,Movimento Democrático Brasileiro,MDB,108
SERRA DO NAVIO,Vereador,06/10/2024,OSEIAS FILHO,Podemos,PODE,109
SERRA DO NAVIO,Vereador,06/10/2024,FABÃO DO HOTEL,Podemos,PODE,27
SERRA DO NAVIO,Vereador,06/10/2024,PROF FERNANDO,Podemos,PODE,21
SERRA DO NAVIO,Vereador,06/10/2024,ROSA MENDES,Podemos,PODE,33
SERRA DO NAVIO,Vereador,06/10/2024,REGINALDO ARIZONA,Podemos,PODE,13
SERRA DO NAVIO,Vereador,06/10/2024,EMERSON ABACAXI,Podemos,PODE,101
SERRA DO NAVIO,Vereador,06/10/2024,GRAZI TAMYRES,Podemos,PODE,3
SERRA DO NAVIO,Vereador,06/10/2024,JOMARA DUARTE,Podemos,PODE,9
SERRA DO NAVIO,Vereador,06/10/2024,JOHNY MAIKON,Podemos,PODE,34
SERRA DO NAVIO,Vereador,06/10/2024,ROMULO,União Brasil,UNIÃO,39
SERRA DO NAVIO,Vereador,06/10/2024,LUCILENE,União Brasil,UNIÃO,9
SERRA DO NAVIO,Vereador,06/10/2024,ADELMO SOUZA,União Brasil,UNIÃO,13
SERRA DO NAVIO,Vereador,06/10/2024,PROFESSORA ODINEIA,União Brasil,UNIÃO,1
SERRA DO NAVIO,Vereador,06/10/2024,MOISES,União Brasil,UNIÃO,0
SERRA DO NAVIO,Vereador,06/10/2024,CRISTINA PANTOJA,União Brasil,UNIÃO,13
SERRA DO NAVIO,Vereador,06/10/2024,ERIK NUNES,União Brasil,UNIÃO,19
SERRA DO NAVIO,Vereador,06/10/2024,LICA TRINDADE,União Brasil,UNIÃO,13
SERRA DO NAVIO,Vereador,06/10/2024,VALDIR SILVA,União Brasil,UNIÃO,35
SERRA DO NAVIO,Vereador,06/10/2024,CHIQUINO,União Brasil,UNIÃO,3
SERRA DO NAVIO,Vereador,06/10/2024,PROF EMERSON ZURCS,Partido Social Democrático,PSD,17
SERRA DO NAVIO,Vereador,06/10/2024,PEDRINHO,Partido Social Democrático,PSD,8
SERRA DO NAVIO,Vereador,06/10/2024,PROF ZANDER GUEDES,Partido Social Democrático,PSD,77
SERRA DO NAVIO,Vereador,06/10/2024,BRANCA,Partido Social Democrático,PSD,5
SERRA DO NAVIO,Vereador,06/10/2024,DONA NETE,Partido Social Democrático,PSD,5
SERRA DO NAVIO,Vereador,06/10/2024,MANOEL QUEIMADO,Partido Social Democrático,PSD,2
VITÓRIA DO JARI,Prefeito,06/10/2024,LUIZ BEIRÃO,PROGRESSISTAS,PP,2632
VITÓRIA DO JARI,Prefeito,06/10/2024,PAULO LOBO,AGIR,AGIR,39
VITÓRIA DO JARI,Prefeito,06/10/2024,ARY DUARTE,União Brasil,UNIÃO,5585
PORTO GRANDE,Vereador,06/10/2024,MARCÃO DA SAUDE,Podemos,PODE,107
PORTO GRANDE,Vereador,06/10/2024,ELISEU SOUSA,Podemos,PODE,107
PORTO GRANDE,Vereador,06/10/2024,MARCIO MATAPI,Podemos,PODE,272
PORTO GRANDE,Vereador,06/10/2024,CRYS DO TERRA,Podemos,PODE,79
PORTO GRANDE,Vereador,06/10/2024,CAMILA ATAIDE,Podemos,PODE,4
PORTO GRANDE,Vereador,06/10/2024,ROSY SILVA,Podemos,PODE,22
PORTO GRANDE,Vereador,06/10/2024,CLEBER LAGE,Podemos,PODE,171
PORTO GRANDE,Vereador,06/10/2024,PROFESSOR RAIMUNDO NONATO,Podemos,PODE,37
PORTO GRANDE,Vereador,06/10/2024,CLAUDEMIRO QUEIROZ,Podemos,PODE,147
PORTO GRANDE,Vereador,06/10/2024,FRAZAO,Podemos,PODE,114
PORTO GRANDE,Vereador,06/10/2024,PROFESSOR NELSON,Partido Liberal,PL,417
PORTO GRANDE,Vereador,06/10/2024,REGIANE SILVA,Partido Liberal,PL,393
PORTO GRANDE,Vereador,06/10/2024,BRENDA ULI,Partido Liberal,PL,0
PORTO GRANDE,Vereador,06/10/2024,SANDERLEY LEAL,Partido Liberal,PL,13
PORTO GRANDE,Vereador,06/10/2024,JOELI SALES,Partido Liberal,PL,33
PORTO GRANDE,Vereador,06/10/2024,ALDICLEI BARBOSA,Partido Liberal,PL,133
PORTO GRANDE,Vereador,06/10/2024,NETONA DA AGRICULTURA,Partido Liberal,PL,302
PORTO GRANDE,Vereador,06/10/2024,DIL ELETRICISTA,Partido Liberal,PL,141
PORTO GRANDE,Vereador,06/10/2024,PROFESSOR FANOEL,Partido Liberal,PL,293
PORTO GRANDE,Vereador,06/10/2024,JOLIANNE FONTENELE,Partido Liberal,PL,154
PORTO GRANDE,Vereador,06/10/2024,KÁTIA DO AGRO,Partido Liberal,PL,159
PORTO GRANDE,Vereador,06/10/2024,ERENILSON DO MATAPI,Partido Renovação Democrática,PRD,19
PORTO GRANDE,Vereador,06/10/2024,AGRÔNOMO FABIO,Partido Renovação Democrática,PRD,27
PORTO GRANDE,Vereador,06/10/2024,DÉLIA DO VÔLEI,Partido Renovação Democrática,PRD,6
PORTO GRANDE,Vereador,06/10/2024,RAFAEL FILHO DO CEARÁ TAXISTA,Partido Renovação Democrática,PRD,9
PORTO GRANDE,Vereador,06/10/2024,GALENO DO VILA NOVA,Partido Renovação Democrática,PRD,176
PORTO GRANDE,Vereador,06/10/2024,ENFERMEIRA ALESSANDRA,Partido Renovação Democrática,PRD,85
PORTO GRANDE,Vereador,06/10/2024,RENATO MEGA CELULAR,Partido Social Democrático,PSD,1
PORTO GRANDE,Vereador,06/10/2024,JOSIAS DO CARVAO,Partido Social Democrático,PSD,4
PORTO GRANDE,Vereador,06/10/2024,DONA MARY,Partido Social Democrático,PSD,58
PORTO GRANDE,Vereador,06/10/2024,ADRIELA PUREZA,Partido Social Democrático,PSD,10
PORTO GRANDE,Vereador,06/10/2024,BAILARINO,Partido Social Democrático,PSD,7
PORTO GRANDE,Vereador,06/10/2024,EMANUEL SOUZA,Partido Social Democrático,PSD,28
PORTO GRANDE,Vereador,06/10/2024,AUGUSTO SINTRACEL,Partido Social Democrático,PSD,182
PORTO GRANDE,Vereador,06/10/2024,PROF. ANA,Partido Social Democrático,PSD,7
PORTO GRANDE,Vereador,06/10/2024,DAVI,Partido Social Democrático,PSD,20
PORTO GRANDE,Vereador,06/10/2024,ENFERMEIRA ELIZA,Solidariedade,SOLIDARIEDADE,235
PORTO GRANDE,Vereador,06/10/2024,CARLINHO DO VÍDEO GAME,Solidariedade,SOLIDARIEDADE,154
MAZAGÃO,Vereador,06/10/2024,DANIELSO BORGES,Partido Liberal,PL,166
MAZAGÃO,Vereador,06/10/2024,MÁRCIO KLEI,Partido Liberal,PL,316
MAZAGÃO,Vereador,06/10/2024,LEONICIO FILHO OU PONAR,União Brasil,UNIÃO,752
MAZAGÃO,Vereador,06/10/2024,NAZA VIEIRA,União Brasil,UNIÃO,609
MAZAGÃO,Vereador,06/10/2024,MISSIONÁRIA NALVA,União Brasil,UNIÃO,47
MAZAGÃO,Vereador,06/10/2024,ALISON MONTEIRO,União Brasil,UNIÃO,70
MAZAGÃO,Vereador,06/10/2024,RODRIGÃO,União Brasil,UNIÃO,205
MAZAGÃO,Vereador,06/10/2024,SILVANO BAIA,União Brasil,UNIÃO,267
